project_code,project_name,sector,agency,state,physical_progress_pct,pace_pct_per_month,risk_score,risk_tier,cost_original_cr,cost_final_expected_cr,cost_variance_cr,cost_variance_pct,cost_estimate_confidence,date_approval,date_original,date_revised,date_agency_says,date_projected_p50,date_projected_p80,date_confidence,prob_finish_3mo_pct,prob_finish_12mo_pct,slip_declared_mo,slip_p50_mo,slip_p80_mo,benchmark_status,cohort_basis,why
N26000117,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION AND ANNUAL MAINTENANCE OF,TELECOMMUNICATIONS,BSNL,MULTI STATE,95.5,6.61,58.8,High,24544.6,24544.6,0.0,0.0,low - flagged for escalation,Jun-2023,Jun-2025,,Jun-2025,Apr-2028,Sep-2030,extrapolation - unverifiable beyond 1 year,12.4,41.0,0.0,34.0,63.8,within benchmark range,all-sector fallback,elevated risk on combined profile
N24001596,4L OF MIRZA CHAUKI TO FARKKA SECTION OF NH80 FROM KM 215.00 TO KM 260.00 ON HAM MODE IN THE STATE OF,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,75.7,2.15,58.7,High,1302.7,1504.8,202.1,15.5,low - flagged for escalation,Nov-2021,Jul-2023,Jun-2025,Dec-2025,Jul-2026,Oct-2028,extrapolation - unverifiable beyond 1 year,1.2,4.7,23.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 6 months past its approved date; 23 months past original date
N22000416,KATNI GRADE SEPARATOR/BYE PASS,RAILWAYS,WCR,MADHYA PRADESH,89.0,5.0,58.5,High,582.1,2300.0,1717.9,295.1,low - flagged for escalation,Aug-2016,Sep-2024,Jun-2025,Sep-2024,Jul-2025,Nov-2029,extrapolation - unverifiable beyond 1 year,6.8,24.6,9.0,10.1,62.0,within benchmark range,sector,agency anticipates +84% over approved cost; 9 months past original date; no physical progress for 3 consecutive reports
N12000130,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,STEEL,NMDC,CHHATTISGARH,81.9,3.96,58.5,High,282.4,349.8,67.4,23.9,low - flagged for escalation,Jul-2021,Nov-2024,,Dec-2025,Sep-2027,Feb-2030,extrapolation - unverifiable beyond 1 year,0.8,3.3,0.0,34.0,63.8,within benchmark range,all-sector fallback,agency's own forecast is 13 months past its approved date; 7 months past original date
N24001595,4L OF PALMA TO GUMLA SECTION OF NH23 FROM KM. 26.00 TO KM. 89.170 ON HAM MODE IN THE STATE OF JHARKH,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,97.3,1.79,58.5,High,1034.0,1879.6,845.6,81.8,low - flagged for escalation,Aug-2020,Mar-2024,Sep-2025,Sep-2025,Mar-2027,Jul-2029,extrapolation - unverifiable beyond 1 year,2.8,10.6,18.0,36.0,64.0,within benchmark range,sector,15 months past original date; date already moved 3x in 10 months
N22000568,CHENNAI BEACH-CHENNAI EGMORE (4.3 KM) (UMBRELLA WORK PB#57/2019- 20/NR),RAILWAYS,SR,TAMIL NADU,95.0,2.61,58.3,High,359.6,310.0,-49.6,-13.8,low - flagged for escalation,Mar-2022,Mar-2026,Feb-2025,Mar-2025,Nov-2026,May-2031,extrapolation - unverifiable beyond 1 year,1.1,4.4,-12.9,9.0,62.0,within benchmark range,sector,agency anticipates +13% over approved cost; no physical progress for 3 consecutive reports; spend outruns works by 17pp
N24000813,DEVELOPMENT OF NEWLY DECLARED NH-527C FROM MAJHAULI TO CHAROUT SECTION TO 2 LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,98.5,0.93,58.2,High,496.2,470.2,-26.0,-5.2,low - flagged for escalation,Mar-2018,Nov-2021,Dec-2024,Aug-2025,Aug-2025,Apr-2027,extrapolation - unverifiable beyond 1 year,5.8,21.1,37.0,45.0,65.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 8 months past its approved date; 3.6y past original commissioning date
N24001897,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 102 TO KM 13,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,95.0,0.87,58.1,High,642.2,642.2,0.0,0.0,low - flagged for escalation,Mar-2021,Jul-2024,Mar-2025,Mar-2024,Jul-2027,Oct-2029,extrapolation - unverifiable beyond 1 year,0.7,2.8,8.0,36.0,64.0,within benchmark range,sector,11 months past original date; no physical progress for 5 consecutive reports
N22000615,BARAMATI - LONAND,RAILWAYS,CR,MAHARASHTRA,50.0,0.0,58.0,High,736.4,1843.9,1107.5,150.4,low - flagged for escalation,Feb-1999,Mar-2027,,Mar-2027,Nov-2027,Apr-2032,extrapolation - unverifiable beyond 1 year,0.6,2.5,0.0,9.0,62.0,within benchmark range,sector,agency anticipates +150% over approved cost; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N16000382,ACRYLICS OR OXO-ALCOHOL PROJECT AT GUJARAT REFINERY,PETROLEUM,IOCL,GUJARAT,99.7,0.16,58.0,High,5251.0,5894.0,643.0,12.2,low - flagged for escalation,Nov-2019,May-2023,Mar-2024,Jul-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),16.2,50.8,10.0,26.0,32.1,exhausted - already later than the typical completed project,sector,agency's own forecast is 16 months past its approved date; 2.1y past original commissioning date
N16000234,IRUGUR-DEVANGONTHI POL PIPELINE,PETROLEUM,BPCL,TAMIL NADU,64.1,2.41,57.9,High,678.0,1732.0,1054.0,155.5,low - flagged for escalation,Nov-2012,Feb-2017,Oct-2025,Oct-2025,Oct-2025,Apr-2026,extrapolation - unverifiable beyond 1 year,3.4,12.8,103.9,103.9,109.9,exhausted - already later than the typical completed project,sector,8.3y past original commissioning date; pace is 27% of what the current date needs
N22000521,BRUNDAMAL-JHARSUGUDA- FLYOVER CONNECTION FOR JOINING DN LINE,RAILWAYS,ECOR,ODISHA,10.0,1.11,57.7,High,48.4,297.0,248.6,513.6,low - flagged for escalation,Dec-2009,Dec-2026,,Dec-2026,Aug-2027,Jan-2032,extrapolation - unverifiable beyond 1 year,2.1,8.2,0.0,9.0,62.0,within benchmark range,sector,no physical progress for 7 consecutive reports; pace is 22% of what the current date needs; spend outruns works by 45pp
N24001804,BAL. WORKS OF FAGNE (KM. 510.000) TO MAHARASHTRA/GUJARAT BORDER (KM. 650.794),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,97.7,0.62,57.7,High,1654.1,980.0,-674.1,-40.8,low - flagged for escalation,Dec-2019,Sep-2022,Jun-2024,Dec-2025,Dec-2025,Apr-2028,extrapolation - unverifiable beyond 1 year,5.5,20.2,21.0,39.0,67.0,within benchmark range,sector,agency's own forecast is 18 months past its approved date; 2.7y past original commissioning date
N24001411,4L+PS OF NH -58 FROM BEAWAR- GOMTI (OLD CH KM 58.245 TO KM. 108.600) PKG-I.,ROAD TRANSPORT AND HIGHWAYS,MORTH,RAJASTHAN,96.1,0.76,57.6,High,379.2,379.2,0.0,0.0,low - flagged for escalation,Dec-2020,Oct-2023,,Dec-2025,Oct-2026,Jan-2029,extrapolation - unverifiable beyond 1 year,4.9,18.3,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 26 months past its approved date; 20 months past original date; no physical progress for 4 consecutive reports
N30000026,SEWER NETWORK SPS AND STP BEGUSARAI,WATER RESOURCES,BUIDCO,BIHAR,97.0,0.17,57.6,High,230.1,230.1,0.0,0.0,low - flagged for escalation,Mar-2018,Jul-2021,Dec-2019,Apr-2025,Jul-2025,Oct-2026,extrapolation - unverifiable beyond 1 year,3.5,13.3,-19.0,48.0,63.8,exhausted - already later than the typical completed project,all-sector fallback,agency's own forecast is 64 months past its approved date; 3.9y past original commissioning date; spend outruns works by 17pp
N24001332,2-LANING FROM YAINGANGPOKPI TO FINCH CORNER (PKG-II),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,68.0,0.43,57.5,High,217.5,217.5,0.0,0.0,low - flagged for escalation,Mar-2020,Jun-2022,Apr-2025,Dec-2025,Dec-2025,Dec-2027,extrapolation - unverifiable beyond 1 year,2.2,8.4,34.0,42.0,66.8,within benchmark range,sector,agency's own forecast is 8 months past its approved date; 3.0y past original commissioning date; no physical progress for 5 consecutive reports
N06000192,BINA KAKRI AMALGAMATION OCP 14 MTPA,COAL,NCL,MULTI STATE,89.1,3.86,57.5,High,836.4,836.4,0.0,0.0,low - flagged for escalation,Aug-2020,Mar-2024,,Mar-2027,Mar-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.5,1.8,0.0,36.0,65.8,within benchmark range,all-sector fallback,agency's own forecast is 36 months past its approved date; 15 months past original date
N24001958,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,72.0,2.92,57.4,High,311.2,311.2,0.0,0.0,low - flagged for escalation,Aug-2020,Oct-2024,,Jun-2025,Oct-2027,Jan-2030,extrapolation - unverifiable beyond 1 year,0.6,2.3,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 8 months past its approved date; 8 months past original date; no physical progress for 3 consecutive reports
N22000621,BANGALORE-WHITEFIELD-BANGALORE CITY-KRISHNARAJAPURAM QUADRUPLING,RAILWAYS,SWR,KARNATAKA,75.0,1.61,57.3,High,492.9,492.9,0.0,0.0,low - flagged for escalation,Mar-2018,Jun-2025,,Feb-2026,Mar-2026,Aug-2030,extrapolation - unverifiable beyond 1 year,2.1,8.2,0.0,9.0,62.0,within benchmark range,sector,agency's own forecast is 8 months past its approved date; no physical progress for 3 consecutive reports
N04000103,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUD,CIVIL AVIATION,AAI,ANDHRA PRADESH,46.0,2.06,57.3,High,347.2,347.2,0.0,0.0,low - flagged for escalation,Dec-2022,Aug-2025,,Aug-2025,Jun-2028,Nov-2030,extrapolation - unverifiable beyond 1 year,0.7,2.8,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 8% of what the current date needs
N22000611,GOMOH - FLYOVER FOR DOWN TRAINS,RAILWAYS,ECR,JHARKHAND,45.0,1.61,57.1,High,487.7,686.0,198.3,40.7,low - flagged for escalation,Jan-2018,Mar-2023,,Mar-2026,Mar-2026,Aug-2028,extrapolation - unverifiable beyond 1 year,0.3,1.1,0.0,36.0,65.4,exhausted - already later than the typical completed project,sector,agency's own forecast is 36 months past its approved date; 2.3y past original commissioning date; no physical progress for 3 consecutive reports
N24001611,4 LANE OF BILASPUR TO URGA PROJECT (KM 0.00 TO KM 70.2) OF NH- 130A,ROAD TRANSPORT AND HIGHWAYS,NHAI,CHHATTISGARH,94.3,2.42,57.0,High,1855.6,2523.9,668.3,36.0,low - flagged for escalation,Apr-2020,Mar-2024,,Dec-2025,Mar-2027,Jul-2029,extrapolation - unverifiable beyond 1 year,0.9,3.5,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 21 months past its approved date; 15 months past original date
N22000610,GARHWA ROAD - RAIL OVER RAIL,RAILWAYS,ECR,JHARKHAND,70.0,-0.72,56.8,High,262.7,262.7,0.0,0.0,low - flagged for escalation,Mar-2017,Jun-2024,,Feb-2026,Feb-2026,Jan-2030,extrapolation - unverifiable beyond 1 year,3.8,14.3,0.0,20.0,67.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 20 months past its approved date; 12 months past original date; no physical progress for 3 consecutive reports
N16000429,60 KTA POLYPROPYLENE PROJECT,PETROLEUM,GAIL,UTTAR PRADESH,96.9,0.74,56.8,High,910.6,1299.0,388.4,42.7,low - flagged for escalation,Mar-2019,Apr-2024,Apr-2024,Jul-2025,Jul-2025,May-2027,extrapolation - unverifiable beyond 1 year,8.9,31.2,0.0,15.0,37.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 15 months past its approved date; 14 months past original date
N24001486,TUNNEL AT KHAMBATAKI GHAT SECTION AND ITS APPROACHES FROM EXISTING KM. 771.730 TO EXISTING KM. 782.0,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,77.6,0.6,56.8,High,493.0,493.0,0.0,0.0,low - flagged for escalation,Feb-2019,Feb-2022,Dec-2024,Aug-2025,Aug-2025,Jun-2027,extrapolation - unverifiable beyond 1 year,1.2,4.8,34.0,42.2,64.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 8 months past its approved date; 3.3y past original commissioning date
N24000438,4 LANING FROM RANGAGARA TO KALIABHOR TINALI FROM KM 297.00 TO KM 315.315 OF NH-37 ON EPC BASIS.,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,88.0,0.06,56.8,High,290.0,290.0,0.0,0.0,low - flagged for escalation,Dec-2015,Dec-2018,Jul-2021,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,13.0,42.7,31.0,84.0,90.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 53 months past its approved date; 6.5y past original commissioning date
N16000513,RAJASTHAN REFINERY PROJECT,PETROLEUM,HPCLRRL(JV,RAJASTHAN,87.4,0.59,56.6,High,43129.0,72937.0,29808.0,69.1,low - flagged for escalation,Oct-2017,Oct-2022,Mar-2025,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,1.7,6.5,29.0,38.0,44.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 9 months past its approved date; 2.7y past original commissioning date
N24000749,REHABILITATION AND UP GRADATION OF SECTION FROM KM 206.00 TO KM 242.00 (NIMBUTALA TO AUSTIN CREEK) O,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ANDAMAN AND NICOBAR ISLANDS,83.0,0.68,56.3,High,234.3,234.3,0.0,0.0,low - flagged for escalation,Mar-2018,Sep-2020,Nov-2022,Jul-2025,Jul-2025,Jan-2026,extrapolation - unverifiable beyond 1 year,5.6,20.4,26.0,58.6,64.7,exhausted - already later than the typical completed project,sector,agency's own forecast is 32 months past its approved date; 4.7y past original commissioning date
N06000203,NAINI COAL MINE,COAL,SCCL,ODISHA,80.0,2.5,56.3,High,494.3,494.3,0.0,0.0,low - flagged for escalation,Mar-2020,Mar-2024,,Mar-2027,Mar-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.5,2.1,0.0,36.0,65.8,within benchmark range,all-sector fallback,agency's own forecast is 36 months past its approved date; 15 months past original date; no physical progress for 3 consecutive reports
N24000855,CONSTRUCTION OF 4.5 KM LONG SILKYARA TUNNEL BETWEEN KM 25.40 TO 50.25 KM (TUNNEL WORK),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,UTTARAKHAND,64.3,0.36,56.2,High,1383.8,1383.8,0.0,0.0,low - flagged for escalation,Mar-2018,Jul-2022,,Sep-2026,Sep-2026,Oct-2028,extrapolation - unverifiable beyond 1 year,0.3,1.2,0.0,50.0,75.4,within benchmark range,sector,agency's own forecast is 50 months past its approved date; 2.9y past original commissioning date; date already moved 2x in 10 months
N24001926,CONSTRUCTION OF TWIN TUBE TUNNELS ON JAMMU KASHMIR RING ROAD (NH-244A) BETWEEN DESIGN CH. 50+600 TO,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,69.9,3.45,55.8,High,939.9,939.9,0.0,0.0,low - flagged for escalation,Mar-2023,Jun-2025,,Mar-2026,Jun-2028,Oct-2030,extrapolation - unverifiable beyond 1 year,0.4,1.4,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 9 months past its approved date
N28000137,AHMEDABAD METRO RAIL PROJECT PHASE II,URBAN DEVELOPMENT,AMR,GUJARAT,87.7,1.53,55.4,High,5384.2,5384.2,0.0,0.0,low - flagged for escalation,Mar-2019,Mar-2024,,Dec-2025,Dec-2026,Jun-2029,extrapolation - unverifiable beyond 1 year,0.5,1.8,0.0,34.0,63.8,within benchmark range,all-sector fallback,agency's own forecast is 21 months past its approved date; 15 months past original date
N18000366,DAYAPAR WIND- III (HYBRID TRANCHE- V),POWER,NTPC,GUJARAT,18.0,2.0,55.4,High,1095.0,1095.0,0.0,0.0,low - flagged for escalation,May-2023,Jan-2025,Mar-2026,Mar-2026,Oct-2027,Jan-2029,extrapolation - unverifiable beyond 1 year,0.3,1.1,13.9,33.0,49.0,within benchmark range,sector,5 months past original date; pace is 22% of what the current date needs; spend outruns works by 17pp
N24000182,VARANASI-AURANGABAD KM.786 TO KM.978.40,ROAD TRANSPORT AND HIGHWAYS,NHAI,MULTI STATE,90.4,0.42,55.0,High,2848.0,3241.6,393.6,13.8,low - flagged for escalation,Sep-2011,Mar-2014,,Jun-2025,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,3.6,13.7,0.0,136.0,142.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 135 months past its approved date; agency anticipates +14% over approved cost; 11.3y past original commissioning date
N24000763,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG- TAMLU-MON ROAD FROM EXISTING KM 20.456 TO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,80.4,5.17,54.9,High,215.8,215.8,0.0,0.0,low - flagged for escalation,Mar-2018,Dec-2021,Aug-2022,Aug-2025,Aug-2025,Apr-2027,extrapolation - unverifiable beyond 1 year,1.4,5.6,8.0,44.0,64.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 36 months past its approved date; 3.5y past original commissioning date
N24001261,CONSTRUCTION AND UPGRADATION OFEXISTINGROAD TO 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROV,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,SIKKIM,95.1,0.15,54.7,High,311.0,273.8,-37.2,-12.0,low - flagged for escalation,Aug-2020,Apr-2023,,Oct-2025,Apr-2026,Jul-2028,extrapolation - unverifiable beyond 1 year,2.2,8.4,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 30 months past its approved date; 2.2y past original commissioning date
N24001701,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM START OF EXISTING BHAGALPUR BYPASS TO RASU,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,0.0,0.0,54.7,High,1769.5,1769.5,0.0,0.0,low - flagged for escalation,Apr-2022,Apr-2024,Sep-2025,Sep-2025,Apr-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.1,0.4,17.0,36.0,64.0,within benchmark range,sector,14 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000380,JARAPADA - BUDHAPANK WITH FLY OVER AT TALCHER ROAD 3RD AND 4TH LINE,RAILWAYS,ECOR,ODISHA,,6.25,54.6,High,701.6,820.6,119.0,17.0,low - flagged for escalation,Apr-2015,Mar-2027,,Aug-2026,Dec-2027,Apr-2032,extrapolation - unverifiable beyond 1 year,1.4,5.6,0.0,10.0,62.0,within benchmark range,sector,date already moved 3x in 10 months
220100265,KOTLPALLI-NARASAPUR (NL) (SCR),RAILWAYS,SCR,ANDHRA PRADESH,18.0,2.57,54.4,High,1045.2,2501.0,1455.8,139.3,low - flagged for escalation,Dec-2001,Mar-2028,,Mar-2027,Nov-2028,May-2033,extrapolation - unverifiable beyond 1 year,3.5,13.3,0.0,9.0,62.0,within benchmark range,sector,spend outruns works by 28pp
N22000620,KUMBALAM-THURAVUR - PATCH DOUBLING (15.59 KM),RAILWAYS,SR,KERALA,7.0,2.79,54.4,High,812.8,802.8,-10.0,-1.2,low - flagged for escalation,Dec-2011,Mar-2027,,Dec-2026,Dec-2027,Apr-2032,extrapolation - unverifiable beyond 1 year,1.2,4.9,0.0,9.3,62.0,within benchmark range,sector,no physical progress for 3 consecutive reports; spend outruns works by 28pp; date already moved 3x in 10 months
N24001900,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,79.0,0.55,54.4,High,797.0,797.0,0.0,0.0,low - flagged for escalation,Mar-2020,Aug-2024,,Mar-2025,Aug-2027,Dec-2029,extrapolation - unverifiable beyond 1 year,1.6,6.2,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 7 months past its approved date; 10 months past original date; no physical progress for 7 consecutive reports
N24001744,"4L OF SHAMLI BYAPSS- SAHARANPUR FROM KM 92.2 TO KM 155.025 SECTION OF NH-709B, PKG-II",ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,98.5,0.61,54.3,High,779.2,779.2,0.0,0.0,low - flagged for escalation,May-2019,Nov-2022,,Jul-2025,Nov-2025,Mar-2028,extrapolation - unverifiable beyond 1 year,1.7,6.7,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 32 months past its approved date; 2.6y past original commissioning date
N24001417,DELHI-AMRITSAR-KATRA EXPRESSWAY FROM JUNCTION WITH LUDHIANA-MOGA ROAD (NH-5) NEAR MULLANPUR DAKHA TO,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,61.9,0.55,54.1,High,1234.4,1234.4,0.0,0.0,low - flagged for escalation,Dec-2020,Apr-2024,Sep-2025,Sep-2025,Apr-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.2,0.8,17.0,36.0,64.0,within benchmark range,sector,14 months past original date; pace is 4% of what the current date needs
N18000384,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA,POWER,PGCIL,GUJARAT,20.0,1.94,53.8,High,3752.0,3752.0,0.0,0.0,low - flagged for escalation,Dec-2023,Dec-2025,,Jun-2026,Aug-2028,Dec-2029,extrapolation - unverifiable beyond 1 year,0.2,0.7,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 6 months past its approved date; pace is 15% of what the current date needs; spend outruns works by 19pp
N24002068,CONSTRUCTION OF 4-LANE FROM BARELA TO MANEGAON SECTION OF NH-30 FROM DESIGN CH. 2.900 TO DESIGN CH.,ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,73.2,2.78,53.8,High,652.3,652.3,0.0,0.0,low - flagged for escalation,Dec-2022,Mar-2025,,Dec-2025,Mar-2028,Jul-2030,extrapolation - unverifiable beyond 1 year,0.2,0.7,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 9 months past its approved date; 3 months past original date
N24001344,KARGIL-ZANSKR PACKAGE-2,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,LADAKH,67.3,1.94,53.7,High,404.9,404.9,0.0,0.0,low - flagged for escalation,Mar-2021,Jan-2023,Feb-2025,Nov-2025,Jan-2026,May-2028,extrapolation - unverifiable beyond 1 year,1.2,4.9,25.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 9 months past its approved date; 2.4y past original commissioning date
N24002027,KEIFANG - TUVAI PKG-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,75.4,3.33,53.5,High,500.9,500.9,0.0,0.0,low - flagged for escalation,Dec-2021,Feb-2025,,Dec-2025,Feb-2028,Jun-2030,extrapolation - unverifiable beyond 1 year,0.3,1.0,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 10 months past its approved date; 4 months past original date
