project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
N22000610,GARHWA ROAD - RAIL OVER RAIL,RAILWAYS,ECR,JHARKHAND,262.71,70.0,56.8,High,agency's own forecast is 20 months past its approved date; 12 months past original date; no physical progress for 3 consecutive reports
N16000429,60 KTA POLYPROPYLENE PROJECT,PETROLEUM,GAIL,UTTAR PRADESH,1299.02,96.9,56.8,High,"agency's own forecast is 15 months past its approved date; 14 months past original date; already past planned completion, no revised pace available"
N24001486,TUNNEL AT KHAMBATAKI GHAT SECTION AND ITS APPROACHES FROM EXISTING KM. 771.730 TO EXISTING KM. 782.0,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,493.0,77.64,56.8,High,"agency's own forecast is 8 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
N24000438,4 LANING FROM RANGAGARA TO KALIABHOR TINALI FROM KM 297.00 TO KM 315.315 OF NH-37 ON EPC BASIS.,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,289.99,88.03,56.8,High,"agency's own forecast is 53 months past its approved date; 6.5y past original commissioning date; already past planned completion, no revised pace available"
N16000513,RAJASTHAN REFINERY PROJECT,PETROLEUM,HPCLRRL(JV,RAJASTHAN,72937.0,87.4,56.6,High,"agency's own forecast is 9 months past its approved date; 2.7y past original commissioning date; already past planned completion, no revised pace available"
N24000749,REHABILITATION AND UP GRADATION OF SECTION FROM KM 206.00 TO KM 242.00 (NIMBUTALA TO AUSTIN CREEK) O,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ANDAMAN AND NICOBAR ISLANDS,234.27,83.0,56.3,High,"agency's own forecast is 32 months past its approved date; 4.7y past original commissioning date; already past planned completion, no revised pace available"
N06000203,NAINI COAL MINE,COAL,SCCL,ODISHA,494.3,80.0,56.3,High,agency's own forecast is 36 months past its approved date; 15 months past original date; no physical progress for 3 consecutive reports
N24000855,CONSTRUCTION OF 4.5 KM LONG SILKYARA TUNNEL BETWEEN KM 25.40 TO 50.25 KM (TUNNEL WORK),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,UTTARAKHAND,1383.78,64.27,56.2,High,"agency's own forecast is 50 months past its approved date; 2.9y past original commissioning date; already past planned completion, no revised pace available"
N24001926,CONSTRUCTION OF TWIN TUBE TUNNELS ON JAMMU KASHMIR RING ROAD (NH-244A) BETWEEN DESIGN CH. 50+600 TO,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,939.86,69.93,55.8,High,"agency's own forecast is 9 months past its approved date; already past planned completion, no revised pace available"
N28000137,AHMEDABAD METRO RAIL PROJECT PHASE II,URBAN DEVELOPMENT,AMR,GUJARAT,5384.17,87.68,55.4,High,"agency's own forecast is 21 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N18000366,DAYAPAR WIND- III (HYBRID TRANCHE- V),POWER,NTPC,GUJARAT,1095.01,18.0,55.4,High,5 months past original date; pace is 22% of what the current date needs; spend outruns works by 17pp
N24000182,VARANASI-AURANGABAD KM.786 TO KM.978.40,ROAD TRANSPORT AND HIGHWAYS,NHAI,MULTI STATE,2848.0,90.42,55.0,High,agency's own forecast is 135 months past its approved date; agency anticipates +14% over approved cost; 11.3y past original commissioning date
N24000763,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG- TAMLU-MON ROAD FROM EXISTING KM 20.456 TO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,215.79,80.38,54.9,High,"agency's own forecast is 36 months past its approved date; 3.5y past original commissioning date; already past planned completion, no revised pace available"
N24001261,CONSTRUCTION AND UPGRADATION OFEXISTINGROAD TO 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROV,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,SIKKIM,311.0,95.12,54.7,High,"agency's own forecast is 30 months past its approved date; 2.2y past original commissioning date; already past planned completion, no revised pace available"
N24001701,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM START OF EXISTING BHAGALPUR BYPASS TO RASU,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1769.5,0.0,54.7,High,14 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000380,JARAPADA - BUDHAPANK WITH FLY OVER AT TALCHER ROAD 3RD AND 4TH LINE,RAILWAYS,ECOR,ODISHA,820.61,,54.6,High,date already moved 3x in 10 months
220100265,KOTLPALLI-NARASAPUR (NL) (SCR),RAILWAYS,SCR,ANDHRA PRADESH,2500.98,18.0,54.4,High,spend outruns works by 28pp
N22000620,KUMBALAM-THURAVUR - PATCH DOUBLING (15.59 KM),RAILWAYS,SR,KERALA,812.85,7.0,54.4,High,no physical progress for 3 consecutive reports; spend outruns works by 28pp; date already moved 3x in 10 months
N24001900,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,796.97,79.0,54.4,High,agency's own forecast is 7 months past its approved date; 10 months past original date; no physical progress for 7 consecutive reports
N24001744,"4L OF SHAMLI BYAPSS- SAHARANPUR FROM KM 92.2 TO KM 155.025 SECTION OF NH-709B, PKG-II",ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,779.17,98.5,54.3,High,"agency's own forecast is 32 months past its approved date; 2.6y past original commissioning date; already past planned completion, no revised pace available"
N24001417,DELHI-AMRITSAR-KATRA EXPRESSWAY FROM JUNCTION WITH LUDHIANA-MOGA ROAD (NH-5) NEAR MULLANPUR DAKHA TO,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1234.4,61.88,54.1,High,14 months past original date; pace is 4% of what the current date needs
N18000384,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA,POWER,PGCIL,GUJARAT,3752.0,20.0,53.8,High,agency's own forecast is 6 months past its approved date; pace is 15% of what the current date needs; spend outruns works by 19pp
N24002068,CONSTRUCTION OF 4-LANE FROM BARELA TO MANEGAON SECTION OF NH-30 FROM DESIGN CH. 2.900 TO DESIGN CH.,ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,652.33,73.16,53.8,High,"agency's own forecast is 9 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N24001344,KARGIL-ZANSKR PACKAGE-2,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,LADAKH,404.89,67.27,53.7,High,"agency's own forecast is 9 months past its approved date; 2.4y past original commissioning date; already past planned completion, no revised pace available"
N24002027,KEIFANG - TUVAI PKG-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,500.88,75.4,53.5,High,"agency's own forecast is 10 months past its approved date; 4 months past original date; already past planned completion, no revised pace available"
N24000745,"2 LANE WITH HARD SHOLDER , REHABILITATION AND UP GRADATION OF SECTION FROM KM 242.0 TO KM 298.0 OF N",ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ANDAMAN AND NICOBAR ISLANDS,409.85,95.23,53.5,High,"agency's own forecast is 27 months past its approved date; 5.5y past original commissioning date; already past planned completion, no revised pace available"
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,POWER,PGCIL,MULTI STATE,318.12,98.0,53.4,High,"agency's own forecast is 4 months past its approved date; 2 months past original date; already past planned completion, no revised pace available"
N24002116,REHABILITATION AND UPGRADATION FROM KM 51.600 TO KM 75.700 OF NH- 321G (NUHKHAS TO ETAH SECTION) TO T,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,343.54,42.0,53.3,High,pace is 7% of what the current date needs
N24001677,BALANCE WORK OF 2L PS FROM KM 30.800 TO 70.800 AND 2L WITH RIGID CARRIAGEWAY FROM 70.800 TO KM 84.12,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,226.76,71.95,53.2,High,"13 months past original date; already past planned completion, no revised pace available"
N24001992,BALANCE WORKS OF 4-LANNING OF RAMPUR-KATHGODAM SECTION OF NH-87 (NEW NH NO. 09) FROM KM. 0.000 (KM 1,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,244.26,97.62,53.2,High,16 months past original date; date already moved 6x in 10 months
N24002053,FOUR LANING OF KHAJURI TO WYNDHAMGANJ FROM KM 219.600 TO KM 260.483 ON NH-75 PKG SEC-V ON HAM,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,1343.0,81.76,53.2,High,agency anticipates +4% over approved cost
180100242,BARH STPP(3X660MW) NTPC,POWER,NTPC,BIHAR,21312.11,95.0,53.2,High,agency's own forecast is 20 months past its approved date; 13.7y past original commissioning date; no physical progress for 3 consecutive reports
N22000171,SAKRI-HASANPUR ROAD (NL),RAILWAYS,ECR,BIHAR,735.2,78.0,53.2,High,no physical progress for 9 consecutive reports
220100272,"TARAKESWAR - BISHNUPUR NEW BG LINE (NL), ER",RAILWAYS,ER,WEST BENGAL,1188.91,75.0,53.1,High,agency anticipates +117% over approved cost; 6.3y past original commissioning date; no physical progress for 9 consecutive reports
N24001826,VARANASI RING ROAD (PKG-II) CONNECTING SANDAHA VILLAGE (KM 11.70 / NH-29) WITH REVASA VILLAGE (KM 81,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,927.77,91.25,53.1,High,agency's own forecast is 6 months past its approved date; agency anticipates +73% over approved cost; 3.3y past original commissioning date
N24001217,REHABILITATION AND UPGRADATION OF NH 43 KANKER TO BEDMA SECTION KM. 130 TO 180,ROAD TRANSPORT AND HIGHWAYS,MORTH,CHHATTISGARH,572.66,60.0,53.1,High,agency's own forecast is 106 months past its approved date; 8.8y past original commissioning date; no physical progress for 4 consecutive reports
N45000002,CONSTRUCTION OF HEADQUARTER BUILDING OF CRPF AT LODHI ROAD NEW DELHI,HOME AFFAIRS,CPWD FOR MHA,DELHI,277.35,66.0,53.0,High,"agency's own forecast is 38 months past its approved date; 2.9y past original commissioning date; already past planned completion, no revised pace available"
N24000696,SIX LANNING OF AUNTA- SIMARIA(GANGA BRIDGE WITH APPROACH ROADS) SECTION OF NH- 31,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1161.0,99.56,52.9,High,"agency's own forecast is 10 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
N22000420,RAJNANDGAON - NAGPUR - 3RD LINE (SECR),RAILWAYS,SECR,MAHARASHTRA,3544.92,95.0,52.8,High,"agency's own forecast is 24 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N24001502,4L OF BARAMATI TO INDAPUR (PKG-II) FROM KM. 41.400 TO KM. 84.550 OF NH- 965G (SAINT TUKARAM MARG),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,580.15,0.5,52.8,High,21 months past original date; no physical progress for 9 consecutive reports; spend outruns works by 72pp
N06000104,CHHAL OC SEAM -III (6.00 MTY),COAL,SECL,CHHATTISGARH,610.63,85.0,52.8,High,"3.3y past original commissioning date; no physical progress for 8 consecutive reports; already past planned completion, no revised pace available"
N24001786,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 103.400 TO KM 128.000 OF VADODARA MU,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,2652.24,34.08,52.7,High,agency's own forecast is 24 months past its approved date; 15 months past original date; no physical progress for 3 consecutive reports
N24001441,REHABILITATION AND UPGRADATION OF NONGSTOIN TO WAHKAJI SECTION OF PROJECT ROAD KM 0.000 TO KM 43.06,ROAD TRANSPORT AND HIGHWAYS,MORTH,MEGHALAYA,302.88,96.0,52.6,High,"agency's own forecast is 41 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
N24000865,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,428.11,99.82,52.6,High,agency's own forecast is 20 months past its approved date; agency anticipates +74% over approved cost; 21 months past original date
N22000028,"EXTENSION OF MRTS FROM VELACHERY TO STN. THOMAS, MTP",RAILWAYS,MRTP,TAMIL NADU,981.83,98.0,52.5,High,11 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000486,KADUR CHIKMAGALUR SAKLESHPUR NEW LINE (93 KM),RAILWAYS,SWR,KARNATAKA,825.31,83.0,52.4,High,"agency's own forecast is 9 months past its approved date; already past planned completion, no revised pace available"
N06000098,MOONIDIH XV SEAM UG,COAL,BCCL,JHARKHAND,1230.27,81.0,52.4,High,"agency's own forecast is 86 months past its approved date; 6.3y past original commissioning date; already past planned completion, no revised pace available"
N42000008,ESTABLISHMENT OF PERMANENT CAMPUS PHASE 1 OF IIM SIRMAUR,DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,HIMACHAL PRADESH,392.51,91.5,52.3,High,agency's own forecast is 8 months past its approved date; agency anticipates +14% over approved cost; 3.0y past original commissioning date
N24001961,WORK OF WIDENING/UPGRADATION OF 2-LANE WITH PAVED SHOULDER OF SRI MUKTSAR SAHIB TO MALOUT ROAD FROM,ROAD TRANSPORT AND HIGHWAYS,MORTH,PUNJAB,152.58,85.0,52.2,High,"agency's own forecast is 21 months past its approved date; 20 months past original date; already past planned completion, no revised pace available"
N22000571,ROURKELA-BONDAMUNDA A-CABIN 5TH LINE (10 KM) (UMBRELLA WORK PB#57/2019-20/NR),RAILWAYS,SER,ODISHA,209.75,30.0,52.1,High,agency anticipates +17% over approved cost
N22000399,TRIVANDRUM-KANYAKUMARI DOUBLING,RAILWAYS,SR,KERALA,1431.9,42.1,51.9,High,agency's own forecast is 45 months past its approved date; agency anticipates +164% over approved cost; 15 months past original date
N24002088,CONSTRUCTION OF FOUR LANE HIGHWAY FROM GHAZIPUR BALLIA UP BIHAR STATE BORDER (GREENFIELD) SECTION OF,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,1493.5,58.0,51.9,High,pace is 16% of what the current date needs
N24001914,IMPROVEMENT AND WIDENING TO 2- LANE WITH EARTHEN PAVED SHOULDER FROM UDAIPUR TO SRIMANTAPUR,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,TRIPURA,195.95,45.42,51.9,High,"agency's own forecast is 13 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
N24001495,4L OF RATNAGIRI - KOLHAPUR SECTION OF NH-166 FROM KM 0.000 TO KM 19.769 AND KM 31.000 TO KM 67.140 (,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,930.0,77.15,51.8,High,"agency's own forecast is 10 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
220100188,"NANGALDAM-TALWARA(NL),NR",RAILWAYS,NR,MULTI STATE,603.0,75.0,51.7,High,agency's own forecast is 5 months past its approved date; agency anticipates +235% over approved cost; spend outruns works by 195pp
N18000178,RAMMAM-III HEPP (3X40 MW),POWER,NTPC,WEST BENGAL,1381.84,43.68,51.7,High,agency's own forecast is 51 months past its approved date; agency anticipates +30% over approved cost; 5.7y past original commissioning date
N24001619,CORRIDOR EFFICIENCY IMPROVEMENT INCLUDING REMOVAL OF BLACK SPOTS IN LAKHANPUR - SAMBA SECTION OF NH-,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,200.05,63.2,51.6,High,"agency anticipates +4% over approved cost; 12 months past original date; already past planned completion, no revised pace available"
N24001393,JORAM ? KOLORIANG ROAD FROM EXISTING KM122.600 TO KM138.00 (PKG-7),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ARUNACHAL PRADESH,184.88,97.42,51.6,High,agency's own forecast is 17 months past its approved date; 3.2y past original commissioning date; no physical progress for 3 consecutive reports
N22000368,GUNTUR-GUNTAKAL,RAILWAYS,SCR,ANDHRA PRADESH,3733.37,0.0,51.5,High,agency anticipates +4% over approved cost; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N12000127,SCREENING PLANT-III AT KIRANDUL,STEEL,NMDC,CHHATTISGARH,2718.84,71.31,51.4,High,"agency's own forecast is 17 months past its approved date; 10 months past original date; already past planned completion, no revised pace available"
N24001866,"CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER FOR FATEHPUR BYPASS, MANDAWA BYPASS AND JHUNJHUNU BYPAS",ROAD TRANSPORT AND HIGHWAYS,MORTH,RAJASTHAN,186.29,90.0,51.4,High,"agency's own forecast is 10 months past its approved date; 10 months past original date; already past planned completion, no revised pace available"
N22000349,KIUL - GAYA DOUBLING PROJECT,RAILWAYS,ECR,BIHAR,1200.2,99.0,51.3,High,agency's own forecast is 5 months past its approved date; agency anticipates +48% over approved cost; 9 months past original date
N24001493,6L OF KAGAL-SATARA SECTION FROM KM 658.000 TO KM 725.000 OF NH-48 (PKG-II),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,1749.86,69.14,51.2,High,"agency's own forecast is 11 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N24001748,SIX LANING OF NATIONAL CORRIDOR NH19 FROM PANAGARH TO PALSIT IN THE STATE OF WEST BENGAL UNDER BHARA,ROAD TRANSPORT AND HIGHWAYS,NHAI,WEST BENGAL,2200.93,97.6,51.2,High,agency's own forecast is 15 months past its approved date; agency anticipates +19% over approved cost; 9 months past original date
N24001479,WIDENING AND UPGRADATION TO FOUR LANE CONFIGURATION FROM KM.34.900 (BHADOHI) TO KM.73.134 (JAUNPUR),ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,392.03,76.0,51.1,High,"agency's own forecast is 15 months past its approved date; 13 months past original date; already past planned completion, no revised pace available"
N22000508,LODHMA TO PISKA LINK LINE BY PASSING HATIA/RANCHI WITH Y CONNECTION (17.2 KM),RAILWAYS,SER,JHARKHAND,501.52,4.0,51.0,High,pace is 3% of what the current date needs; spend outruns works by 51pp
N24002063,BALANCE WORK - WB-10 (GANDAK BRIDGE) KM 402.00 TO KM 440.00 (DEVANPUR - KOTWA),ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,210.05,69.0,50.9,High,"agency's own forecast is 26 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N24000969,CONSTRUCTION OF 2L+PS FROM PASARLAPUDI-DHINDI (105/700 TO 127.500 OF NH-214) OF NH-216,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,263.45,85.0,50.9,High,agency's own forecast is 93 months past its approved date; 7.7y past original commissioning date; no physical progress for 4 consecutive reports
